www.cosy-climbing.net
!zzl_superjump2! 150.16 Cupe ar
slide_spm_simple 126.39 meLn0n cn
slide_spm_simple_h 333.13 meLn0n cn
slide_svn_brick_hard 26.81 meLn0n cn
slide_svn_complex 93 meLn0n cn
slide_svn_complex_hard 163.1 meLn0n cn
slide_svn_extreme 115.34 meLn0n cn
slide_svn_facility 17.76 meLn0n cn
slide_svn_giantramp 116.14 meLn0n cn
slide_svn_giantramp_ez 88.86 meLn0n cn
slide_svn_longslides 259.5 meLn0n cn
slide_svn_longslides_ez 161.73 meLn0n cn
slide_svn_office 44.09 meLn0n cn
slide_svn_office_ez 37.31 meLn0n cn
slide_svn_powerslide 32.14 flores ru
slide_svn_space 139.51 meLn0n cn
slide_svn_space_ez 63.22 meLn0n cn
slide_svn_steepslides 358.41 .script br
slide_svn_steepslides_h 166.58 .script br
slide_svn_unextreme 67.3 meLn0n cn
slide_sv_brick 16.68 meLn0n cn
slide_sv_brick2 20.23 meLn0n cn
slide_tee_vertical 10.2 meLn0n cn
slide_tirion 34.2 BloLy cn
slide_tz_weed 14.13 meLn0n cn
slide_vt_fastbest 21.05 meLn0n cn
slide_waifufu 51.8 BloLy us
slide_ybsqlugblfjasfhkee 8.25 inside123 hk
slr_boxclimb 29.14 6dAs uy
smkz_stonetower 112.38 rawe ar
smk_2012 83.84 miketang1993 ca
smk_20min 36.9 KenLawrence ru
smk_ancienttimes 39.89 rawe ar
smk_ataka 17.86 aLeee ar
smk_bhop_sewer 25.88 colcol` hk
smk_bhop_stoneblocks 34.52 FAME ua
smk_bhop_stonetemple 39.74 noxeR sk
smk_bounce_city 90.3 memek pl
smk_construction 62.46 colcolx hk
smk_deathvalley 16.76 wayz de
smk_desolate 28.93 colcol` hk
smk_evergreen 57.05 hrznnn de
smk_factory 42.07 rawe ar
smk_falldown 26.67 rawe ar
smk_fire_and_ice 74.65 rawe ar
smk_floppytown 62.83 colcol` hk
smk_greekblock 39.62 colcol` hk
smk_hb_cobrex 56.41 rawe ar
smk_hb_super 128.81 Penguin tw
smk_hnseu_adulthops 29.71 ropz ee
smk_hnseu_airstrafes 8.82 LeblE kr
smk_hnseu_atheaven 30.31 T^ReX ua
smk_hnseu_aztecbl0ck 21.31 rawe ar
smk_hnseu_besidejungle 16.05 colcol` hk
smk_hnseu_blockpart 51.39 rawe ar
smk_hnseu_blockstyle 29.65 colcol` hk
smk_hnseu_blockstyle2 38.67 colcolx hk
smk_hnseu_bridge 45.09 afu ar
smk_hnseu_bridge2 36.83 afu ar
smk_hnseu_bridge2_h 53.84 talita ar
smk_hnseu_chinatown 29.93 talita ar
smk_hnseu_church 21.8 colcol` hk
smk_hnseu_cityscape 22.99 colcol` hk
smk_hnseu_colorbhops 57.55 colcol` hk
smk_hnseu_dirtbhops 26.94 lambdaaa kr
smk_hnseu_dirtbhops_h 25.71 lambdaaa kr
smk_hnseu_dirtcave 19.76 OK hk
smk_hnseu_dustjump 34.91 Dolphin ru
smk_hnseu_dwarfday 27.6 LeblE kr
smk_hnseu_edgebug 18.02 BloLy n-a
smk_hnseu_fact 44.86 rawe ar
smk_hnseu_grassblock 15.62 rawe ar
smk_hnseu_hardcore_e 4.3 Ranma kr
smk_hnseu_hardcore_h 4.46 inspare ru
smk_hnseu_hardcore_m 4.42 inspare ru
smk_hnseu_heaveneleven 25.27 aLeee ar
smk_hnseu_insanehops 40.67 Cupe ar
smk_hnseu_legoblock 22.51 rawe ar
smk_hnseu_longjumps_e 20.37 sonii br
smk_hnseu_longjumps_h 25.15 Mrjuice ar
smk_hnseu_longjumps_x 0 n/a n-a
smk_hnseu_longjump[220] 21.93 colcol` hk
smk_hnseu_longjump[240] 22.6 colcol` hk
smk_hnseu_megatree 29.94 rawe ar
smk_hnseu_militaryschool 19.4 inspare ru
smk_hnseu_militaryschool2 6.76 sora1 by
smk_hnseu_mounthops2 40.06 Mrjuice ar
smk_hnseu_onetry 15.34 colcol` hk
smk_hnseu_outjump 25.79 wolv. br
smk_hnseu_pyramid_high 30.4 rawe ar
smk_hnseu_ruinrun 24.31 zuveeh no
smk_hnseu_sideways 25.86 rawe ar
smk_hnseu_skills 32.45 Matelala ar
smk_hnseu_skyline 49.03 fykseN cz
smk_hnseu_skyscraper 37.44 hrznnn de
smk_hnseu_snowjump 30.88 OK hk
smk_hnseu_space 43.83 protoN no
smk_hnseu_stairwalk 15.03 colcol` hk
smk_hnseu_stoneblock 54.48 rawe ar
smk_hnseu_suicide 33 OK hk
smk_hnseu_suicide2 4.71 Skizo_ hu
smk_hnseu_toonblock 19.7 Nukk ru
smk_hnseu_toonworld 41.11 Matelala ar
smk_hnseu_volcano 39.83 CaBeZa ar
smk_hnseu_xtreme 36.18 Mrjuice ar
smk_industrial 58.83 fanzeng cn
smk_juhx 34.09 colcol` hk
smk_kzex_shoopdawoop 28.24 hrznnn de
smk_kzsca_adventure 202.93 fykseN cz
smk_kzsca_alley 29.21 rawe ar
smk_kzsca_babylon 192.14 rawe ar
smk_kzsca_beachclimb 25.45 rawe ar
smk_kzsca_betonblock 35.44 rawe ar
smk_kzsca_blocking 148.35 fykseN cz
smk_kzsca_bluedale 201.01 Mrjuice ar
smk_kzsca_blur 46.71 Cupe ar
smk_kzsca_bounce 37.5 MaTHzz no
smk_kzsca_canyonclimb 29.66 hrznnn de
smk_kzsca_castle 30.58 OK hk
smk_kzsca_caveescape 29.72 cL1p by
smk_kzsca_cavernsoftime 58.04 afu ar
smk_kzsca_cityblock 167.28 Cupe ar
smk_kzsca_crateclimbing 20.54 rawe ar
smk_kzsca_dam 13.64 colcolx hk
smk_kzsca_deadmansvalley 41.13 talita ar
smk_kzsca_desertblock 37.02 colcol` hk
smk_kzsca_factory 74.31 colcol` hk
smk_kzsca_four 34.21 talita ar
smk_kzsca_frosty 44.4 colcol` hk
smk_kzsca_grunge 81.19 rawe ar
smk_kzsca_levels 38.3 rawe ar
smk_kzsca_magma 25.1 afu ar
smk_kzsca_magma_h 38.59 afu ar
smk_kzsca_minitemple 19.23 colcol` hk
smk_kzsca_mountaincliffs 243.17 rawe ar
smk_kzsca_nightmare 28.2 rawe ar
smk_kzsca_oldschool 121.35 rawe ar
smk_kzsca_sandblock 34.47 hrznnn de
smk_kzsca_scale 38.54 rawe ar
smk_kzsca_smkland 40.7 rawe ar
smk_kzsca_spiral 38.02 Cupe ar
smk_kzsca_stonevalley 443.3 Cupe ar
smk_kzsca_temple 31.04 colcol` hk
smk_kzsca_thejourney_p1 53.77 colcol` hk
smk_kzsca_tombrun 57.71 fanzeng cn
smk_kzsca_turtles 42.25 colcol` hk
smk_kzsca_upsidedown 22.69 colcol` hk
smk_kzsca_urbanhops 11.7 inspare ru
smk_kzsca_vallycliffs 31.73 shxKh hk
smk_kzsca_warehouse 26.78 colcol` hk
smk_kzsca_waterfall 22.93 talita ar
smk_legendbhop 32.49 noxeR sk
smk_ljunq 29.57 talita ar
smk_loveyouall 68.53 colcolx hk
smk_magic_carpet 33.38 inspare ru
smk_magic_carpet2 19.61 OK hk
smk_manor 51.46 rawe ar
smk_mounthops 14.7 LeblE kr
smk_namek 49.63 cL1p by
smk_octagon_vs_zink 99.16 rawe ar
smk_pandahops 49.05 aLeee ar
smk_ramps 72.09 colcol` hk
smk_run_brah 31.22 Penguin tw
smk_sanctum 119.28 rawe ar
smk_scatter 22.68 fanzeng cn
smk_ski_frugg 10.99 scraper ru
smk_ski_glacier 19.94 colcolx hk
smk_stonecore 64.37 neXt. pl
smk_towerday 29.68 rawe ar
smk_trainstation 91.69 rawe ar
smk_twincliffs 46.05 colcol` hk
smk_warehouse 94.11 rawe ar
smk_xmas2011 30.59 KenLawrence ru
smk_zink_city 46.14 rawe ar
smk_zink_himmelbjerget 80.2 rawe ar
smk_zink_hitrock 58.23 colcol` hk
smk_zink_reunion2016 75.9 Penguin tw
smok_timetoclimb 59.32 inspare ru
sm_ea_ylightsbhop 153.38 DizZy tw
sm_redfogblock 448.89 Berkut ua
soe_brickblock 45.48 MEEL lt
soe_fastmade 42.55 KenLawrence ru
soe_stylobhop 48.53 translucent ru
soe_wallslider 16.26 meLn0n cn
sp0r_snowblock 49.29 Cupe ar
sp1_fragments1 115.48 rawe ar
sp1_fragments2 129.84 rawe ar
sp1_fragments3 127.81 rawe ar
sp1_fragments4 113.45 rawe ar
sp1_fragments5 110.85 rawe ar
sp1_fragments6 129.34 rawe ar
sp1_fragments7 134.51 rawe ar
sp1_justrun 65.06 colcol` hk
sp1_kyuubisroom 73.6 Cupe ar
sp1_rlyshortrun 24.53 wayz de
sp1_simpleslide 50.15 meLn0n cn
sp1_stonestairs 31.25 colcol` hk
sp1_warmup 63.95 colcol` hk
speedrun_ctm_snow 0 n/a n-a
speedrun_zedorich 36.63 Dolphin ru
speed_ytt_abstract 46.67 mainz ru
speed_ytt_abstract_v2 199.86 Sevsn hk
speed_ytt_climb 57.99 colcol` hk
speed_ytt_egypt 53.78 Dolphin ru
speed_ytt_fast 26.43 colcolx hk
speed_ytt_hexahedron_fix 89.85 rawe ar
speed_ytt_rockcave 27.87 noxeR sk
speed_ytt_rockvalley 67.27 drizz es
spm_adenbhop 0 n/a n-a
spm_hullbhop 63.97 c0c0n. ee
spoks_nightclimb 61.21 fykseN cz
sp_dustvillage 5.7 inspare ru
sp_dustvillage[-md] 85.07 juhx ru
srg_40oz 13.12 LeblE kr
srg_60units 38.4 meLn0n cn
srg_62unitz 30.29 inspare ru
srg_63units 27.29 inspare ru
srg_aroundbhop 46.34 LeblE kr
srg_bhopp 12.38 LeblE kr
srg_bhop_h 9.67 LeblE kr
srg_dnhop 21.9 LeblE kr
srg_duckbhop 16.21 LeblE kr
srg_duckbhoph 17.6 OK hk
srg_dustclimbez 42.08 colcol` hk
srg_dustclimbhard 46.41 colcol` hk
srg_ez 19.37 LeblE kr
srg_jumps 20.93 colcol` hk
srg_ljrun 11.79 sonii br
srg_luckybhop 24.07 LeblE kr
srg_luckybhopez 24.56 LeblE kr
srg_qwerty 27.38 LeblE kr
srg_runstages 89.45 Mrjuice ar
srg_waterace 33.84 LeblE kr
srg_xfinity 127.28 Juby tw
srg_xfinity_h 286.91 Johnny fi
stairs_relativity 28.26 colcol` hk
stan_shulbhop 101 Cupe ar
stay_2011_kz 135.82 Cupe ar
stay_2011_lj 82.56 fykseN cz
stay_2012_kz 89.22 fykseN cz
stay_2013_kz 83.97 fykseN cz
stay_kz_bhop_hell 0 n/a n-a
stb_brokenblock_h 444.88 GoDfreee ru
stb_caveblock_x 1257.46 GoDfreee ru
stb_junglehill_h 35.58 DeathClaw ru
stb_middle-east 48.38 hrznnn de
stb_sandy 41.28 inspare ru
stb_skulljourney 447.63 fykseN cz
stb_skulljourney[+245bj] 502.45 fykseN cz
stb_unreal 126.54 Cupe ar
Steel_bhoprun 9.07 LeblE kr
Steel_bhosadabhop 18.41 LeblE kr
Steel_colcol 44.8 shxKh hk
Steel_coldblockz 20.66 shxKh hk
steel_hb_juhx 15.44 LeblE kr
Steel_lostvalley 29.54 colcol` hk
Steel_lostvalley2 30.54 klinch bg
Steel_slide_dark 11.3 meLn0n cn
Steel_whitebhop 10.27 colcolx hk
Steel_whitebhop2 32.04 Dolphin ru
stf_sanddale 26.15 Dolphin ru
stk_bhopdown 39.3 Axerial bg
stk_ladderbhopblock 19.55 Chichin cz
stk_smallbase 22.48 colcol` hk
stk_tinyblock 86.02 Cupe ar
stk_xtreme 18.5 inspare ru
strafe_weirdway 16.92 colcol` hk
street 101.39 Cupe ar
strg_neonbhop_hard 189.56 topoviygus ru
str_maryana 48.94 talita ar
stskty_goldenvalley 135.79 Axerial bg
stskty_straferace 41.54 sick_ ua
stskty_straferace2 72.88 meLn0n cn
suk_desertblock 201.78 Cupe ar
suk_desertblock[full] 287.7 HaMMa tn
suk_desertblock_ez 177.19 Cupe ar
suk_desertblock_ez[full] 274.18 QuaD se
super_abandoned_factory 0 n/a n-a
super_blocks 55.75 Dolphin ru
super_justbl0ck 59.75 rawe ar
super_mountainlife 148.28 Cupe ar
super_rmbrick 27.09 inspare ru
super_smk_1337 83.8 fykseN cz
super_smk_block 196.92 rawe ar
surf_360_rmk 15.17 meLn0n cn
surf_airforce 29.64 colcol` hk
surf_water-run_rmk 33.03 meLn0n cn
svn_cosy_cupslide 59.51 meLn0n cn
svn_cosy_cupslide2 62.67 meLn0n cn
svn_edarkjump 27.98 Fastshot ru
svn_powerbhop 30.76 LeblE kr
sxj_ascension 43.29 colcol` hk
sxj_challenge_grassert 72.61 colcol` hk
sxj_challenge_junglez 50.45 rawe ar
sxj_challenge_sewerescape 95.26 hrznnn de
sxj_challenge_stonie 30.1 rawe ar
sxj_challenge_underground 51.9 colcol` hk
sxj_underground_toonhop 64.57 HaMMa tn
sxj_winterclimb 84.81 MEEL lt
sx_lumberjack 98.37 Cupe ar
tcn_bhop 44.38 patchouli gb
tc_duskblock 356.79 Cupe ar
tee_lake 4.63 colcol` hk
tee_lake[-md] 13.63 afu ar
tee_rockbhop 4.96 LeblE kr
tee_rockbhop[+secret] 6.62 afu ar
terror_stairs 23.31 Icelord ru
tght_grass 48.56 Cupe ar
tght_longbhop 14.72 LeblE kr
tght_minibhop 40.27 shxKh hk
theprodigy_2012_final 26.19 Nukk ru
this_map_will_rape_u 0 n/a n-a
threat_critical 81.49 Toffifee ru
timer_jigsaw 72.49 Dubstep ru
tirion_60units 35.82 thesergei ru
tirion_cave 59.23 talita ar
tirion_concretebhop 25.27 LeblE kr
tirion_reloco 75.92 hrznnn de
tirion_tower 104.8 Cupe ar
tisha_azbhop 28.18 LeblE kr
tisha_ceramicrun 26.54 colcol` hk
tisha_colorblock 59.63 rawe ar
tisha_dustrun 54.65 colcolx hk
tisha_grayblock 37.31 klinch bg
tisha_greenland 18.83 Dubstep ru
tisha_hb_pheew 39.45 Cupe ar
tisha_miniclimb 25.33 colcol` hk
tisha_parquetblock 177.98 Cupe ar
tisha_shaolin 49.62 inspare ru
tisha_snowtastic 29.68 OK hk
tisha_transparent 50.34 fanzeng us
tisha_woodland 105.36 Mrjuice ar
tja_bhoprun 15.19 LeblE kr
tja_simpletown 7.91 colcolx hk
tja_simpletown[-264] 13.23 c0c0n. ee
tkz_black_or_yellow 173.84 LshXNRz cn
tmakerz_tinyclimb 27.71 colcolx hk
tnpc_dontfall 79.11 rawe ar
tnp_rockbhop 105.17 fanzeng cn
TonTo_2012 20.76 Cupe ar
toonbug 17.3 OK hk
toonbug_h 7.57 inspare ru
toonhop 7.06 colcolx hk
Tor_first-bhop 44.45 Dolphin ru
trC_climbgarden2 113.58 BloLy us
trc_climbgarden_fxc 44.75 BloLy cn
trc_climbgarden_fxc[full] 97.3 BloLy us
trC_cursed_route 0 n/a n-a
trC_darkcity 58.11 deniS md
trC_equilotica 101.88 z0r py
trC_mycraft_bhopalley_trC 103.35 colcolx hk
trC_mycraft_journey 52.06 fykseN cz
trC_route37 175.35 AeonFlux ru
trs_tunnel 12.31 colcol` hk
trust_undergroundhops 109.89 fanzeng cn
tsg_clantest 29.21 afu ar
tundra_lj2_f 32.37 sonii br
tun_pc_beets 98.15 Cupe ar
tx_archster 39.37 colcol` hk
tx_builder 71.6 fykseN cz
tx_catacombs 508.17 Cupe ar
tx_conyard 23.73 aloprando br
tx_conyard[-md] 37.05 rawe ar
tx_majestic 75.66 colcol` hk
tx_neonbhop 26.91 shxKh hk
tx_neonbhop_v2 48.79 shxKh hk
tx_neonblock 91.93 Cupe ar
tx_nightscape 73.78 hrznnn de
tx_quicksilver 54.66 klinch bg
tx_twiscape 62.73 cL1p by
tx_xmajestic 102.88 LLazar rs
tz_3blockz 0 n/a n-a
tz_caved_h 127.05 patchouli cn
tz_xen 97.76 colcol` hk
ugly_60unitbig 54.61 meLn0n cn
ugly_agamiblock 13.44 quby tw
ugly_bhop 12.42 LeblE kr
ugly_climb 30.56 OK hk
ugly_duckbhop 16.77 TheM00N kr
ugly_fastclimb 104.8 Mrjuice ar
ugly_ljrun 7.75 colcol` hk
ugly_ljrun_h 8.14 inspare ru
ugly_slideup 49.14 SuPM dk
ugly_slide_brick 9.32 colcol` hk
ugly_slide_rock 7.6 colcol` hk
ugly_slide_rock2 11.2 flores ru
ugly_stairstoon 12.33 colcol` hk
ugly_strafemaster 7.39 colcolx hk
ugly_toonhop 40.02 Dolphin ru
ul_spring 127.34 patchouli gb
unbkz_alert 58.29 nike se
underground_clantest 178.94 Cupe ar
uNKm_bhop_easy 77.76 Mrjuice ar
unkm_bhop_medium 69.8 Mrjuice ar
uq_8ball1bhop 51.19 OK hk
uq_autumn 54.34 IemGn1Q cn
uq_axn_imoor 67.24 badgamer be
uq_axn_kang 20.52 badgamer be
uq_axn_warningbase 57.63 badgamer be
uq_colorbhop 10.43 inspare ru
uq_colortrace_h 19.31 topoviygus ru
uq_escape 33.95 LeblE kr
uq_extreme_caution 70.16 throttle by
uq_goldscare 155.59 MEfro ru
uq_hardblock 38.44 talita ar
uq_knot 10.29 inspare ru
uq_knot_ez 10.6 FAME ua
uq_ljrace[easy] 12.38 colcol` hk
uq_ljrace[hard] 12.84 sonii br
uq_ljrace[xtreme] 5.87 colcol` hk
uq_militias 182.96 script br
uq_miniblock_ez 29.55 talita ar
uq_miniblock_h 39.54 patchouli gb
uq_savanna 39.83 script br
uq_skrol_bhop 71.69 junt cn
uq_streetclimb 175.26 Berkut ua
uss_tubiega_bhop 36.28 Dolphin ru
uubhop 113.59 rawe ar
val_downstairs 13.69 wolv. br
vcn_mc_bhop_ez 175.5 OK hk
vcn_mc_bhop_h 204.08 TeAAm.D3D cn
vcn_parkour3 31.54 colcolx hk
vee_adventure 65.32 fykseN cz
vektor_longhole 95.04 Cupe ar
vektor_parquetblock 38.55 Cupe ar
vektor_quietafternoon 71.87 Cupe ar
vektor_state_of_euphoria 69.73 Cupe ar
vektor_stoneandmountains 144.81 sonii br
viva_mujica 49.77 OK hk
viva_peron 54.29 Mrjuice ar
viz_eggert 22.44 colcol` hk
viz_ferreira 101.27 Cupe ar
vkr_uncomfortable 164.42 fykseN cz
vkz_outland 84.39 Mrjuice ar
vkz_trash 46.02 OK au
vkz_veee 23.73 colcol` hk
vlierey_sandvalley 27.29 Mrjuice ar
vlt_hardbl0ck 29.32 .script br
vlt_hard_neighbourhood 3.87 colcol` hk
vlt_hard_neighbourhood[full] 31.4 klinch bg
vLy_255x5 52.16 belayed kz
vLy_5_blocks 4.43 LeblE kr
vLy_5_colors 35.63 colcolx hk
vLy_bhop 44.06 colcol` hk
vLy_blueclimb 86.85 rawe ar
vLy_brickbhop 4.17 LeblE kr
vLy_brickclimb 37.79 Nukk ru
vLy_cliff 16.02 betty_k fi
vLy_cliff_h 23.08 betty_k fi
vLy_conc 20.89 colcol` hk
vLy_creteypoohop 17.09 Mrjuice ar
vLy_easy 17.51 LeblE kr
vLy_fall 32.42 OK hk
vLy_fastbhop 13.77 inspare ru
vLy_fastrun 21.95 LeblE kr
vLy_grassbhop 9.82 LeblE kr
vLy_grassclimb 33.43 colcol` hk
vLy_hb_juhx 7.01 OK hk
vLy_hill 63.87 colcol` hk
vLy_hop 7.33 LeblE kr
vLy_juhxclimb 14.88 inspare ru
vLy_minecraft 11.25 LeblE kr
vLy_rockclimb 25.46 colcol` hk
vLy_stairsblock 78.18 colcol` hk
vLy_stairsblock2 82.69 colcol` hk
vLy_stairs_bhop 21.38 colcol` hk
vLy_TSLTTS 44.67 colcol` hk
vLy_woodbhop 11.7 juhx ru
vp_grassbrick 25.31 colcol` hk
vs_dustybhopz 65.07 Nukk ru
vt_lummoxbhop_e 122.82 Sevsn hk
vt_rearbrick 62.89 OK hk
w4rd_torridbhop 23.01 LeblE kr
water_jump 51.91 BloLy cn
water_jump_2011 100.67 BloLy n-a
water_jump_v2 78.49 BloLy cn
wh_brickruins 40.68 colcol` hk
will_highedge16000 9.34 inspare ru
wkz_duckbhop 3.89 OK hk
wnkz_bhop 94.55 inspare ru
wnkz_firsty_v2 190.04 patchouli gb
wps_aztec 109.28 Dolphin ru
wps_bhop 57.32 rawe ar
wps_block_ez 239.43 Johnny fi
wps_bricks 61.45 neko cn
wps_deathforce 55.81 colcol` hk
wps_deathforce_h 67.83 dropzone ru
wps_dustbhop 39.87 Dolphin ru
wps_dustbhop2 30.72 Dolphin ru
wps_fastclimb 39.28 inspare ru
wps_god 0 n/a n-a
wps_hologram_fast 7.22 LeblE kr
wps_naturerun 197.13 Johnny fi
wps_tark 27.12 LeblE kr
wrz_grassclimb 57.28 hrznnn de
wrz_nightmare 34.94 Dolphin ru
wsp_enclosure 281.38 Cupe ar
wx_rain 59.1 rawe ar
xjbg_bhopclimblongjump_b01 45.12 Cupe ar
xjbg_bhoptemple 31.21 colcol` hk
xjbg_bhoptemple_hard 36.15 colcol` hk
xjbg_climbhop 14.6 colcol` hk
xjbg_hillblock_b02 211.32 Cupe ar
xjbg_hillhop_b33 155.41 Cupe ar
xjbg_jumpdown 6.03 Skizo_ hu
xjbg_longjumpwarehouse 4.14 colcol` hk
xjbg_longjumpwarehouse_h 4.31 sonii br
xjbg_river 43.7 rawe ar
xjbg_summermountain 109.11 fanzeng cn
XMG_MoTianLun 124.01 Cupe ar
xm_blocks 16.13 fykseN cz
xm_desertclimb 195.83 Cupe ar
xpaw_bhop_b1 21.74 LeblE kr
Xray_longjumps[235-250] 39.58 Mrjuice ar
Xray_longjumps[250x10] 24.47 z0r py
xyy_256practice 19.03 z0r py
xyy_hardzone 165.84 Johnny fi
xyy_iamnoob 16.11 yashiro br
xyy_ibelieve_u_can 29.69 colcol` hk
xyy_trickjump_e 9.68 hoLy fr
xyy_trickjump_h 12.86 inspare ru
ytt_hexahedron 25.54 colcol` hk
ytt_lavacave 171.81 Cupe ar
ytt_minihall 54.5 colcolx hk
ytt_ruins 78.12 miketang1993 ca
ytt_slide_nature 25.44 vitya ua
Y_minicas 80.8 Penguin tw
zg_speed 14.5 flores ru
zh_blacknwhite_bhop 10.32 inspare ru
zink_2011 59.61 FAME ua
zink_2014 62.36 cL1p by
zink_2ways 18.22 LeblE kr
zink_5_sec 4.31 LeblE kr
zink_alphabhop 15.4 LeblE kr
zink_barrelbhop 21.28 Mrjuice ar
zink_basementblock 36.74 Cupe ar
zink_bhop 40.2 LeblE kr
zink_blockfun 26.76 colcol` hk
zink_boxstyle 88.69 colcol` hk
zink_climbday 132.92 puhmx_ cn
zink_creteblock 75.76 miketang1993 ca
zink_egyptianhop 36.75 colcol` hk
zink_eli_bhop 9.03 LeblE kr
zink_fastrun_v2 17.16 colcolx hk
zink_hb_benassi 11.82 rawe ar
zink_hb_juhx 17.87 TheM00N kr
zink_hb_leleh1337 67.85 inspare ru
zink_ishouldmakelongermaps 25.33 shxKh hk
zink_klbk_funclimb 83.59 rawe ar
zink_lj_skills 14.64 sonii br
zink_longjumpez 39.04 rawe ar
zink_longjumps_h 47.61 fykseN cz
zink_longspeed 77.47 DiLo cn
zink_minibhop 18.07 LeblE kr
zink_mountain_path 46.05 Dolphin ru
zink_nukabhop 10.61 LeblE kr
zink_nukk_bhop 36.81 LeblE kr
zink_smallclimb 22.09 colcol` hk
zink_speedbhop 80.65 LeblE kr
zink_speedblock 82.04 Penguin tw
zink_speedstar 24.19 Matelala ar
zink_stairs 18.42 colcol` hk
zink_stairs2 24.85 colcol` hk
zink_valley 38.39 inspare ru
zink_was_born_in_1990 65.48 hrznnn de
zisr_speedy 55.44 shxKh hk
zk_commicos 10.18 yashiro br
zr_icecave 257.96 Cupe ar
zs_60units 76.57 Dolphin ru
